node,formal,lean,latex,tptp,smtlib,py_lambda,py_cayley_table,ssa,rpn,polish,slots,json_ast,ascii_tree,graphviz,natural_language,word_problem,text,text2,confusable_vars
3476,x ◇ x = y ◇ ((x ◇ y) ◇ z),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x ◇ x = y ◇ ((x ◇ y) ◇ z)",x \diamond x = y \diamond ((x \diamond y) \diamond z),"fof(law, axiom, ![X,Y,Z] : op(X,X) = op(Y,op(op(X,Y),Z))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= (op x x) (op y (op (op x y) z)))))","lambda op, x, y, z: op(x, x) == op(y, op(op(x, y), z))","def law(table):
    n = len(table)
    return all(table[x][x] == table[y][table[table[x][y]][z]] for x in range(n) for y in range(n) for z in range(n))
","t1 = x ◇ x
t2 = x ◇ y
t3 = t2 ◇ z
t4 = y ◇ t3
assert t1 = t4",x x ◇ y x y ◇ z ◇ ◇ =,= ◇ x x ◇ y ◇ ◇ x y z,"[[1, 1], [2, [[1, 2], 3]]]","{""="": [{""◇"": [""x"", ""x""]}, {""◇"": [""y"", {""◇"": [{""◇"": [""x"", ""y""]}, ""z""]}]}]}","=
├── ◇
│   ├── x
│   └── x
└── ◇
    ├── y
    └── ◇
        ├── ◇
        │   ├── x
        │   └── y
        └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""x""];
  n10 [label=""y""];
  n11 [label=""z""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The identity involves three variables x, y, and z. On the left side, the operation is applied to the same variable x twice. On the right side, the operation is applied to the variable y and the result of applying the operation to the result of applying the operation to x and y and then applying the operation to that result and z. The left side contains two occurrences of x, while the right side contains one occurrence of x, two occurrences of y, and one occurrence of z. The operation is grouped such that the innermost application combines x and y, this result is combined with z, and then y is combined with this final result.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, welding x to x gives the same part as welding y to the part made by welding the part made by welding x to y to z.",x diamond x equals y diamond open bracket open bracket x diamond y close bracket diamond z close bracket,the diamond of x and x equals the diamond of y and the diamond of the diamond of x and y and z,l ◇ l = I ◇ ((l ◇ I) ◇ ll)
3480,x ◇ x = y ◇ ((x ◇ z) ◇ w),"example (G : Type u) [Magma G] : Prop := ∀ x y z w : G, x ◇ x = y ◇ ((x ◇ z) ◇ w)",x \diamond x = y \diamond ((x \diamond z) \diamond w),"fof(law, axiom, ![X,Y,Z,W] : op(X,X) = op(Y,op(op(X,Z),W))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M) (w M))
  (= (op x x) (op y (op (op x z) w)))))","lambda op, x, y, z, w: op(x, x) == op(y, op(op(x, z), w))","def law(table):
    n = len(table)
    return all(table[x][x] == table[y][table[table[x][z]][w]] for x in range(n) for y in range(n) for z in range(n) for w in range(n))
","t1 = x ◇ x
t2 = x ◇ z
t3 = t2 ◇ w
t4 = y ◇ t3
assert t1 = t4",x x ◇ y x z ◇ w ◇ ◇ =,= ◇ x x ◇ y ◇ ◇ x z w,"[[1, 1], [2, [[1, 3], 4]]]","{""="": [{""◇"": [""x"", ""x""]}, {""◇"": [""y"", {""◇"": [{""◇"": [""x"", ""z""]}, ""w""]}]}]}","=
├── ◇
│   ├── x
│   └── x
└── ◇
    ├── y
    └── ◇
        ├── ◇
        │   ├── x
        │   └── z
        └── w","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""x""];
  n10 [label=""z""];
  n11 [label=""w""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The left side consists of the operation applied to two instances of the same variable x. The right side consists of the operation applied to the variable y and the result of applying the operation to the result of applying the operation to the variable x and the variable z, and then applying the operation to that result and the variable w.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y, z and w, welding x to x gives the same part as welding y to the part made by welding the part made by welding x to z to w.",x diamond x equals y diamond open bracket open bracket x diamond z close bracket diamond w close bracket,the diamond of x and x equals the diamond of y and the diamond of the diamond of x and z and w,l ◇ l = I ◇ ((l ◇ ll) ◇ lI)
3483,x ◇ x = y ◇ ((y ◇ x) ◇ z),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x ◇ x = y ◇ ((y ◇ x) ◇ z)",x \diamond x = y \diamond ((y \diamond x) \diamond z),"fof(law, axiom, ![X,Y,Z] : op(X,X) = op(Y,op(op(Y,X),Z))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= (op x x) (op y (op (op y x) z)))))","lambda op, x, y, z: op(x, x) == op(y, op(op(y, x), z))","def law(table):
    n = len(table)
    return all(table[x][x] == table[y][table[table[y][x]][z]] for x in range(n) for y in range(n) for z in range(n))
","t1 = x ◇ x
t2 = y ◇ x
t3 = t2 ◇ z
t4 = y ◇ t3
assert t1 = t4",x x ◇ y y x ◇ z ◇ ◇ =,= ◇ x x ◇ y ◇ ◇ y x z,"[[1, 1], [2, [[2, 1], 3]]]","{""="": [{""◇"": [""x"", ""x""]}, {""◇"": [""y"", {""◇"": [{""◇"": [""y"", ""x""]}, ""z""]}]}]}","=
├── ◇
│   ├── x
│   └── x
└── ◇
    ├── y
    └── ◇
        ├── ◇
        │   ├── y
        │   └── x
        └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""y""];
  n10 [label=""x""];
  n11 [label=""z""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The identity involves a single operation applied to three distinct variables. On the left side, the operation is applied to the same variable twice. On the right side, the operation is applied to one variable, which is then combined with the result of another operation. That other operation takes a second variable and a third variable, and the result of that is combined with the first variable. The left side has two instances of one variable, and the right side has one instance of each of three variables arranged in a specific nested structure.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, welding x to x gives the same part as welding y to the part made by welding the part made by welding y to x to z.",x diamond x equals y diamond open bracket open bracket y diamond x close bracket diamond z close bracket,the diamond of x and x equals the diamond of y and the diamond of the diamond of y and x and z,l ◇ l = I ◇ ((I ◇ l) ◇ ll)
3484,x ◇ x = y ◇ ((y ◇ y) ◇ x),"example (G : Type u) [Magma G] : Prop := ∀ x y : G, x ◇ x = y ◇ ((y ◇ y) ◇ x)",x \diamond x = y \diamond ((y \diamond y) \diamond x),"fof(law, axiom, ![X,Y] : op(X,X) = op(Y,op(op(Y,Y),X))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M))
  (= (op x x) (op y (op (op y y) x)))))","lambda op, x, y: op(x, x) == op(y, op(op(y, y), x))","def law(table):
    n = len(table)
    return all(table[x][x] == table[y][table[table[y][y]][x]] for x in range(n) for y in range(n))
","t1 = x ◇ x
t2 = y ◇ y
t3 = t2 ◇ x
t4 = y ◇ t3
assert t1 = t4",x x ◇ y y y ◇ x ◇ ◇ =,= ◇ x x ◇ y ◇ ◇ y y x,"[[1, 1], [2, [[2, 2], 1]]]","{""="": [{""◇"": [""x"", ""x""]}, {""◇"": [""y"", {""◇"": [{""◇"": [""y"", ""y""]}, ""x""]}]}]}","=
├── ◇
│   ├── x
│   └── x
└── ◇
    ├── y
    └── ◇
        ├── ◇
        │   ├── y
        │   └── y
        └── x","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""y""];
  n10 [label=""y""];
  n11 [label=""x""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The identity involves a single binary operation applied to two variables, x and y. On the left side, the operation is applied to the same variable x twice, resulting in two occurrences of x. On the right side, the operation is applied to the variable y and the result of applying the operation to the variable y twice, followed by applying the operation to that result and the variable x, resulting in three occurrences of y and one occurrence of x. The grouping on the right side is nested such that the innermost application of the operation is between y and y, then this result is combined with x, and finally this combined result is used as the second operand for the outermost application of the operation with y.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x and y, welding x to x gives the same part as welding y to the part made by welding the part made by welding y to y to x.",x diamond x equals y diamond open bracket open bracket y diamond y close bracket diamond x close bracket,the diamond of x and x equals the diamond of y and the diamond of the diamond of y and y and x,l ◇ l = I ◇ ((I ◇ I) ◇ l)
3486,x ◇ x = y ◇ ((y ◇ y) ◇ z),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x ◇ x = y ◇ ((y ◇ y) ◇ z)",x \diamond x = y \diamond ((y \diamond y) \diamond z),"fof(law, axiom, ![X,Y,Z] : op(X,X) = op(Y,op(op(Y,Y),Z))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= (op x x) (op y (op (op y y) z)))))","lambda op, x, y, z: op(x, x) == op(y, op(op(y, y), z))","def law(table):
    n = len(table)
    return all(table[x][x] == table[y][table[table[y][y]][z]] for x in range(n) for y in range(n) for z in range(n))
","t1 = x ◇ x
t2 = y ◇ y
t3 = t2 ◇ z
t4 = y ◇ t3
assert t1 = t4",x x ◇ y y y ◇ z ◇ ◇ =,= ◇ x x ◇ y ◇ ◇ y y z,"[[1, 1], [2, [[2, 2], 3]]]","{""="": [{""◇"": [""x"", ""x""]}, {""◇"": [""y"", {""◇"": [{""◇"": [""y"", ""y""]}, ""z""]}]}]}","=
├── ◇
│   ├── x
│   └── x
└── ◇
    ├── y
    └── ◇
        ├── ◇
        │   ├── y
        │   └── y
        └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""y""];
  n10 [label=""y""];
  n11 [label=""z""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The identity involves a single binary operation. On the left side, the operation is applied to two instances of the same variable x. On the right side, the operation is applied to one instance of the variable y and the result of applying the operation to two instances of the variable y, which is then combined with a third instance of the variable z through another application of the operation. The right side structure consists of three applications of the operation: first combining two y's, then combining that result with z, and finally combining the original y with that intermediate result.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, welding x to x gives the same part as welding y to the part made by welding the part made by welding y to y to z.",x diamond x equals y diamond open bracket open bracket y diamond y close bracket diamond z close bracket,the diamond of x and x equals the diamond of y and the diamond of the diamond of y and y and z,l ◇ l = I ◇ ((I ◇ I) ◇ ll)
3498,x ◇ x = y ◇ ((z ◇ y) ◇ w),"example (G : Type u) [Magma G] : Prop := ∀ x y z w : G, x ◇ x = y ◇ ((z ◇ y) ◇ w)",x \diamond x = y \diamond ((z \diamond y) \diamond w),"fof(law, axiom, ![X,Y,Z,W] : op(X,X) = op(Y,op(op(Z,Y),W))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M) (w M))
  (= (op x x) (op y (op (op z y) w)))))","lambda op, x, y, z, w: op(x, x) == op(y, op(op(z, y), w))","def law(table):
    n = len(table)
    return all(table[x][x] == table[y][table[table[z][y]][w]] for x in range(n) for y in range(n) for z in range(n) for w in range(n))
","t1 = x ◇ x
t2 = z ◇ y
t3 = t2 ◇ w
t4 = y ◇ t3
assert t1 = t4",x x ◇ y z y ◇ w ◇ ◇ =,= ◇ x x ◇ y ◇ ◇ z y w,"[[1, 1], [2, [[3, 2], 4]]]","{""="": [{""◇"": [""x"", ""x""]}, {""◇"": [""y"", {""◇"": [{""◇"": [""z"", ""y""]}, ""w""]}]}]}","=
├── ◇
│   ├── x
│   └── x
└── ◇
    ├── y
    └── ◇
        ├── ◇
        │   ├── z
        │   └── y
        └── w","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""z""];
  n10 [label=""y""];
  n11 [label=""w""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The identity involves two expressions. The left side consists of a single variable combined with itself. The right side consists of a variable combined with another expression. That other expression is formed by first combining a second variable with a third variable, then combining the result of that with a fourth variable, and finally combining the original variable with the result of that combination. The left side has two instances of the same variable, while the right side includes two instances of one variable, one instance of a second variable, and one instance of a third variable. The operations are nested such that the innermost combination is between the second and third variables, followed by a combination with the fourth variable, and then a final combination with the original variable.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y, z and w, welding x to x gives the same part as welding y to the part made by welding the part made by welding z to y to w.",x diamond x equals y diamond open bracket open bracket z diamond y close bracket diamond w close bracket,the diamond of x and x equals the diamond of y and the diamond of the diamond of z and y and w,l ◇ l = I ◇ ((ll ◇ I) ◇ lI)
3509,x ◇ y = x ◇ ((x ◇ x) ◇ y),"example (G : Type u) [Magma G] : Prop := ∀ x y : G, x ◇ y = x ◇ ((x ◇ x) ◇ y)",x \diamond y = x \diamond ((x \diamond x) \diamond y),"fof(law, axiom, ![X,Y] : op(X,Y) = op(X,op(op(X,X),Y))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M))
  (= (op x y) (op x (op (op x x) y)))))","lambda op, x, y: op(x, y) == op(x, op(op(x, x), y))","def law(table):
    n = len(table)
    return all(table[x][y] == table[x][table[table[x][x]][y]] for x in range(n) for y in range(n))
","t1 = x ◇ y
t2 = x ◇ x
t3 = t2 ◇ y
t4 = x ◇ t3
assert t1 = t4",x y ◇ x x x ◇ y ◇ ◇ =,= ◇ x y ◇ x ◇ ◇ x x y,"[[1, 2], [1, [[1, 1], 2]]]","{""="": [{""◇"": [""x"", ""y""]}, {""◇"": [""x"", {""◇"": [{""◇"": [""x"", ""x""]}, ""y""]}]}]}","=
├── ◇
│   ├── x
│   └── y
└── ◇
    ├── x
    └── ◇
        ├── ◇
        │   ├── x
        │   └── x
        └── y","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""x""];
  n10 [label=""x""];
  n11 [label=""y""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The identity involves a single binary operation applied to variables. On the left side, the operation is applied to two instances of the first variable and the second variable. On the right side, the operation is applied to the first variable and another instance of the operation, which itself is applied to two instances of the first variable and the second variable. The right side contains three total instances of the first variable and one instance of the second variable, with the operation nested such that the innermost application combines the first variable with itself, followed by an application of the operation between that result and the second variable, and finally an application of the operation between the first variable and this nested result.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x and y, welding x to y gives the same part as welding x to the part made by welding the part made by welding x to x to y.",x diamond y equals x diamond open bracket open bracket x diamond x close bracket diamond y close bracket,the diamond of x and y equals the diamond of x and the diamond of the diamond of x and x and y,l ◇ I = l ◇ ((l ◇ l) ◇ I)
3510,x ◇ y = x ◇ ((x ◇ x) ◇ z),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x ◇ y = x ◇ ((x ◇ x) ◇ z)",x \diamond y = x \diamond ((x \diamond x) \diamond z),"fof(law, axiom, ![X,Y,Z] : op(X,Y) = op(X,op(op(X,X),Z))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= (op x y) (op x (op (op x x) z)))))","lambda op, x, y, z: op(x, y) == op(x, op(op(x, x), z))","def law(table):
    n = len(table)
    return all(table[x][y] == table[x][table[table[x][x]][z]] for x in range(n) for y in range(n) for z in range(n))
","t1 = x ◇ y
t2 = x ◇ x
t3 = t2 ◇ z
t4 = x ◇ t3
assert t1 = t4",x y ◇ x x x ◇ z ◇ ◇ =,= ◇ x y ◇ x ◇ ◇ x x z,"[[1, 2], [1, [[1, 1], 3]]]","{""="": [{""◇"": [""x"", ""y""]}, {""◇"": [""x"", {""◇"": [{""◇"": [""x"", ""x""]}, ""z""]}]}]}","=
├── ◇
│   ├── x
│   └── y
└── ◇
    ├── x
    └── ◇
        ├── ◇
        │   ├── x
        │   └── x
        └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""x""];
  n10 [label=""x""];
  n11 [label=""z""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The identity involves a single binary operation applied to three variables. On the left side, the operation is applied to the first variable and the second variable. On the right side, the operation is applied to the first variable and another expression. This other expression is formed by applying the operation to the first variable and itself, then applying the operation to the result of that and the third variable. The first variable appears three times, the second variable once, and the third variable once. The operation is grouped such that the innermost application involves the first variable and itself, followed by an application of the operation to that result and the third variable, and finally an application of the operation to the first variable and this nested result.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, welding x to y gives the same part as welding x to the part made by welding the part made by welding x to x to z.",x diamond y equals x diamond open bracket open bracket x diamond x close bracket diamond z close bracket,the diamond of x and y equals the diamond of x and the diamond of the diamond of x and x and z,l ◇ I = l ◇ ((l ◇ l) ◇ ll)
3511,x ◇ y = x ◇ ((x ◇ y) ◇ x),"example (G : Type u) [Magma G] : Prop := ∀ x y : G, x ◇ y = x ◇ ((x ◇ y) ◇ x)",x \diamond y = x \diamond ((x \diamond y) \diamond x),"fof(law, axiom, ![X,Y] : op(X,Y) = op(X,op(op(X,Y),X))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M))
  (= (op x y) (op x (op (op x y) x)))))","lambda op, x, y: op(x, y) == op(x, op(op(x, y), x))","def law(table):
    n = len(table)
    return all(table[x][y] == table[x][table[table[x][y]][x]] for x in range(n) for y in range(n))
","t1 = x ◇ y
t2 = x ◇ y
t3 = t2 ◇ x
t4 = x ◇ t3
assert t1 = t4",x y ◇ x x y ◇ x ◇ ◇ =,= ◇ x y ◇ x ◇ ◇ x y x,"[[1, 2], [1, [[1, 2], 1]]]","{""="": [{""◇"": [""x"", ""y""]}, {""◇"": [""x"", {""◇"": [{""◇"": [""x"", ""y""]}, ""x""]}]}]}","=
├── ◇
│   ├── x
│   └── y
└── ◇
    ├── x
    └── ◇
        ├── ◇
        │   ├── x
        │   └── y
        └── x","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""x""];
  n10 [label=""y""];
  n11 [label=""x""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The identity involves a single binary operation applied to variables x and y. On the left side, the operation is applied directly to x and y. On the right side, the operation is applied to x and the result of applying the operation to x and y, and then that result is applied to x again. The left side contains x once and y once. The right side contains x three times and y once. The grouping on the right side ensures that the operation between x and y is performed first, followed by an operation between that result and x, and finally an operation between x and the result of the previous operation.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x and y, welding x to y gives the same part as welding x to the part made by welding the part made by welding x to y to x.",x diamond y equals x diamond open bracket open bracket x diamond y close bracket diamond x close bracket,the diamond of x and y equals the diamond of x and the diamond of the diamond of x and y and x,l ◇ I = l ◇ ((l ◇ I) ◇ l)
3513,x ◇ y = x ◇ ((x ◇ y) ◇ z),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x ◇ y = x ◇ ((x ◇ y) ◇ z)",x \diamond y = x \diamond ((x \diamond y) \diamond z),"fof(law, axiom, ![X,Y,Z] : op(X,Y) = op(X,op(op(X,Y),Z))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= (op x y) (op x (op (op x y) z)))))","lambda op, x, y, z: op(x, y) == op(x, op(op(x, y), z))","def law(table):
    n = len(table)
    return all(table[x][y] == table[x][table[table[x][y]][z]] for x in range(n) for y in range(n) for z in range(n))
","t1 = x ◇ y
t2 = x ◇ y
t3 = t2 ◇ z
t4 = x ◇ t3
assert t1 = t4",x y ◇ x x y ◇ z ◇ ◇ =,= ◇ x y ◇ x ◇ ◇ x y z,"[[1, 2], [1, [[1, 2], 3]]]","{""="": [{""◇"": [""x"", ""y""]}, {""◇"": [""x"", {""◇"": [{""◇"": [""x"", ""y""]}, ""z""]}]}]}","=
├── ◇
│   ├── x
│   └── y
└── ◇
    ├── x
    └── ◇
        ├── ◇
        │   ├── x
        │   └── y
        └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""x""];
  n10 [label=""y""];
  n11 [label=""z""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The expression on the left side consists of the operation applied to the first variable and the second variable. The expression on the right side consists of the operation applied to the first variable and another expression. That other expression is the operation applied to the result of the operation applied to the first variable and the second variable, and the third variable. The first variable appears twice, the second variable once, and the third variable once. The operation is applied in a nested manner on the right side, with the innermost application involving the first variable and the second variable, followed by an application of the operation to that result and the third variable, and finally an application of the operation to the first variable and that final result.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, welding x to y gives the same part as welding x to the part made by welding the part made by welding x to y to z.",x diamond y equals x diamond open bracket open bracket x diamond y close bracket diamond z close bracket,the diamond of x and y equals the diamond of x and the diamond of the diamond of x and y and z,l ◇ I = l ◇ ((l ◇ I) ◇ ll)
3516,x ◇ y = x ◇ ((x ◇ z) ◇ z),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x ◇ y = x ◇ ((x ◇ z) ◇ z)",x \diamond y = x \diamond ((x \diamond z) \diamond z),"fof(law, axiom, ![X,Y,Z] : op(X,Y) = op(X,op(op(X,Z),Z))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= (op x y) (op x (op (op x z) z)))))","lambda op, x, y, z: op(x, y) == op(x, op(op(x, z), z))","def law(table):
    n = len(table)
    return all(table[x][y] == table[x][table[table[x][z]][z]] for x in range(n) for y in range(n) for z in range(n))
","t1 = x ◇ y
t2 = x ◇ z
t3 = t2 ◇ z
t4 = x ◇ t3
assert t1 = t4",x y ◇ x x z ◇ z ◇ ◇ =,= ◇ x y ◇ x ◇ ◇ x z z,"[[1, 2], [1, [[1, 3], 3]]]","{""="": [{""◇"": [""x"", ""y""]}, {""◇"": [""x"", {""◇"": [{""◇"": [""x"", ""z""]}, ""z""]}]}]}","=
├── ◇
│   ├── x
│   └── y
└── ◇
    ├── x
    └── ◇
        ├── ◇
        │   ├── x
        │   └── z
        └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""◇""];
  n3 [label=""x""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""◇""];
  n9 [label=""x""];
  n10 [label=""z""];
  n11 [label=""z""];
  n1 -> n2;
  n1 -> n5;
  n2 -> n3;
  n2 -> n4;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n11;
  n8 -> n9;
  n8 -> n10;
}","The identity involves three variables x, y, and z. On the left side, the operation is applied to x and y. On the right side, the operation is applied to x and a second expression. That second expression is formed by first applying the operation to x and z, then applying the operation to the result of that and z. The left side equals the right side. The variables x and y each appear once on the left, while x appears twice and z appears twice on the right. The grouping on the right is such that the operation on x and z is performed first, followed by the operation of that result with z, and finally the operation of x with that final result.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, welding x to y gives the same part as welding x to the part made by welding the part made by welding x to z to z.",x diamond y equals x diamond open bracket open bracket x diamond z close bracket diamond z close bracket,the diamond of x and y equals the diamond of x and the diamond of the diamond of x and z and z,l ◇ I = l ◇ ((l ◇ ll) ◇ ll)
