pair_id,node_a,node_b,relation,forward_a_implies_b,backward_b_implies_a,formal_a,formal_b,split_42,split_7,split_123,split_99,split_256
6311,1325,565,stronger,False,True,x = y ◇ (((y ◇ y) ◇ y) ◇ x),x = y ◇ (z ◇ (y ◇ (z ◇ w))),train,excluded,train,train,excluded
6312,1784,1348,stronger,False,True,x = (y ◇ z) ◇ ((y ◇ w) ◇ x),x = y ◇ (((y ◇ z) ◇ w) ◇ u),train,excluded,train,train,excluded
6313,2586,3889,incomparable,False,False,x = (y ◇ ((z ◇ y) ◇ x)) ◇ z,x ◇ x = (y ◇ (y ◇ x)) ◇ z,excluded,excluded,excluded,test,excluded
6314,2413,3936,weaker,True,False,x = (y ◇ (z ◇ (z ◇ w))) ◇ w,x ◇ y = (x ◇ (z ◇ x)) ◇ z,excluded,excluded,test,test,train
6315,854,4340,incomparable,False,False,x = x ◇ ((y ◇ z) ◇ (x ◇ z)),x ◇ (y ◇ y) = x ◇ (z ◇ y),test,train,test,train,train
6316,1150,479,incomparable,False,False,x = y ◇ ((z ◇ (x ◇ y)) ◇ x),x = y ◇ (x ◇ (y ◇ (z ◇ x))),excluded,train,test,train,excluded
6317,3175,540,equivalent,True,True,x = (((y ◇ y) ◇ z) ◇ w) ◇ u,x = y ◇ (z ◇ (x ◇ (x ◇ w))),train,excluded,excluded,excluded,excluded
6318,3483,4522,incomparable,False,False,x ◇ x = y ◇ ((y ◇ x) ◇ z),x ◇ (y ◇ z) = (x ◇ w) ◇ u,train,excluded,train,train,train
6319,4648,3654,incomparable,False,False,(x ◇ y) ◇ x = (z ◇ y) ◇ w,x ◇ y = z ◇ ((w ◇ u) ◇ y),excluded,train,excluded,train,train
6320,4062,1334,incomparable,False,False,x ◇ y = (z ◇ (w ◇ u)) ◇ w,x = y ◇ (((y ◇ z) ◇ x) ◇ z),test,excluded,excluded,excluded,excluded
6321,1611,1049,weaker,True,False,x = (y ◇ z) ◇ (w ◇ (y ◇ w)),x = x ◇ ((y ◇ (y ◇ y)) ◇ y),train,excluded,train,train,excluded
6322,127,4,incomparable,False,False,x = y ◇ ((y ◇ y) ◇ x),x = x ◇ y,train,train,train,train,train
6323,3063,2847,incomparable,False,False,x = (((x ◇ x) ◇ y) ◇ z) ◇ z,x = ((x ◇ (x ◇ x)) ◇ x) ◇ x,train,excluded,test,train,excluded
6324,860,2744,incomparable,False,False,x = x ◇ ((y ◇ z) ◇ (z ◇ x)),x = ((y ◇ y) ◇ (y ◇ x)) ◇ y,excluded,train,excluded,train,test
6325,936,3596,weaker,True,False,x = y ◇ ((y ◇ z) ◇ (z ◇ z)),x ◇ y = z ◇ ((x ◇ w) ◇ z),excluded,train,train,test,test
6326,1491,3714,incomparable,False,False,x = (y ◇ x) ◇ (y ◇ (y ◇ x)),x ◇ y = (x ◇ x) ◇ (y ◇ x),excluded,excluded,train,excluded,test
6327,1133,1589,stronger,False,True,x = y ◇ ((y ◇ (z ◇ y)) ◇ x),x = (y ◇ z) ◇ (z ◇ (x ◇ w)),excluded,excluded,excluded,train,train
6328,2375,3600,weaker,True,False,x = (y ◇ (z ◇ (x ◇ z))) ◇ w,x ◇ y = z ◇ ((y ◇ x) ◇ y),train,train,excluded,train,excluded
6329,2172,204,weaker,True,False,x = ((y ◇ z) ◇ x) ◇ (z ◇ w),x = (x ◇ (x ◇ x)) ◇ y,excluded,test,test,train,test
6330,522,864,incomparable,False,False,x = y ◇ (y ◇ (z ◇ (x ◇ z))),x = x ◇ ((y ◇ z) ◇ (w ◇ x)),excluded,excluded,excluded,train,train
6331,2231,2491,weaker,True,False,x = ((y ◇ z) ◇ w) ◇ (w ◇ u),x = (x ◇ ((y ◇ z) ◇ w)) ◇ w,train,excluded,train,train,excluded
6332,2523,4484,weaker,True,False,x = (y ◇ ((x ◇ z) ◇ z)) ◇ z,x ◇ (y ◇ y) = (y ◇ y) ◇ z,train,excluded,train,train,excluded
6333,1480,1488,incomparable,False,False,x = (y ◇ x) ◇ (x ◇ (x ◇ z)),x = (y ◇ x) ◇ (y ◇ (x ◇ x)),train,train,train,excluded,train
6334,2471,1297,stronger,False,True,x = (x ◇ ((y ◇ y) ◇ y)) ◇ z,x = y ◇ (((x ◇ z) ◇ x) ◇ z),train,train,train,excluded,train
6335,4506,1849,incomparable,False,False,x ◇ (y ◇ z) = (x ◇ x) ◇ x,x = (x ◇ (y ◇ x)) ◇ (x ◇ z),train,train,test,train,excluded
6336,4649,3974,stronger,False,True,(x ◇ y) ◇ x = (z ◇ w) ◇ x,x ◇ y = (y ◇ (z ◇ x)) ◇ w,train,excluded,train,test,train
6337,3824,4328,incomparable,False,False,x ◇ y = (z ◇ z) ◇ (y ◇ y),x ◇ (y ◇ x) = z ◇ (x ◇ y),train,train,train,excluded,excluded
6338,1528,4493,incomparable,False,False,x = (y ◇ y) ◇ (y ◇ (y ◇ x)),x ◇ (y ◇ y) = (z ◇ y) ◇ x,train,train,train,test,excluded
6339,2609,2758,stronger,False,True,x = (y ◇ ((z ◇ z) ◇ z)) ◇ x,x = ((y ◇ y) ◇ (z ◇ y)) ◇ y,train,excluded,excluded,excluded,train
6340,4097,2536,incomparable,False,False,x ◇ x = ((y ◇ y) ◇ z) ◇ y,x = (y ◇ ((y ◇ x) ◇ z)) ◇ x,excluded,test,excluded,train,train
6341,606,3196,equivalent,True,True,x = y ◇ (z ◇ (w ◇ (w ◇ w))),x = (((y ◇ z) ◇ y) ◇ x) ◇ w,train,excluded,train,train,train
6342,2048,935,stronger,False,True,x = ((x ◇ x) ◇ y) ◇ (z ◇ z),x = y ◇ ((y ◇ z) ◇ (z ◇ y)),excluded,excluded,train,train,train
6343,980,4351,weaker,True,False,x = y ◇ ((z ◇ z) ◇ (x ◇ w)),x ◇ (y ◇ y) = z ◇ (y ◇ y),test,excluded,excluded,train,excluded
6344,557,807,equivalent,True,True,x = y ◇ (z ◇ (y ◇ (x ◇ w))),x = y ◇ (z ◇ ((w ◇ w) ◇ y)),train,train,excluded,excluded,train
6345,1004,2631,stronger,False,True,x = y ◇ ((z ◇ w) ◇ (z ◇ x)),x = (y ◇ ((z ◇ w) ◇ z)) ◇ w,test,train,train,excluded,excluded
6346,1643,3571,incomparable,False,False,x = (x ◇ x) ◇ ((y ◇ z) ◇ w),x ◇ y = y ◇ ((z ◇ y) ◇ z),train,train,excluded,train,excluded
6347,3415,2341,stronger,False,True,x ◇ y = z ◇ (z ◇ (x ◇ z)),x = (y ◇ (y ◇ (y ◇ y))) ◇ y,train,excluded,excluded,excluded,train
6348,2419,2375,equivalent,True,True,x = (y ◇ (z ◇ (w ◇ x))) ◇ u,x = (y ◇ (z ◇ (x ◇ z))) ◇ w,train,train,test,train,train
6349,2612,3935,weaker,True,False,x = (y ◇ ((z ◇ z) ◇ z)) ◇ w,x ◇ y = (x ◇ (z ◇ x)) ◇ y,train,excluded,test,excluded,excluded
6350,1515,1994,stronger,False,True,x = (y ◇ y) ◇ (x ◇ (x ◇ x)),x = (y ◇ (z ◇ z)) ◇ (x ◇ z),excluded,train,test,train,train
6351,2917,1460,incomparable,False,False,x = ((y ◇ (x ◇ y)) ◇ z) ◇ z,x = (x ◇ y) ◇ (y ◇ (z ◇ w)),excluded,excluded,train,train,excluded
6352,4139,3134,incomparable,False,False,x ◇ y = ((x ◇ z) ◇ x) ◇ z,x = (((y ◇ x) ◇ z) ◇ w) ◇ x,train,excluded,train,excluded,excluded
6353,2147,1412,equivalent,True,True,x = ((y ◇ y) ◇ z) ◇ (x ◇ w),x = y ◇ (((z ◇ w) ◇ z) ◇ z),train,train,excluded,excluded,train
6354,4506,406,stronger,False,True,x ◇ (y ◇ z) = (x ◇ x) ◇ x,x ◇ y = (z ◇ w) ◇ x,train,train,excluded,train,excluded
6355,3472,3865,incomparable,False,False,x ◇ x = y ◇ ((x ◇ x) ◇ y),x ◇ x = (x ◇ (x ◇ y)) ◇ y,excluded,train,train,train,train
6356,3723,1161,stronger,False,True,x ◇ y = (x ◇ y) ◇ (x ◇ z),x = y ◇ ((z ◇ (x ◇ w)) ◇ w),train,train,train,train,excluded
6357,1049,5,incomparable,False,False,x = x ◇ ((y ◇ (y ◇ y)) ◇ y),x = y ◇ x,train,excluded,train,train,excluded
6358,2019,4470,incomparable,False,False,x = (y ◇ (z ◇ w)) ◇ (z ◇ x),x ◇ (y ◇ y) = (x ◇ x) ◇ y,train,train,test,excluded,excluded
6359,3107,1132,equivalent,True,True,x = (((y ◇ x) ◇ x) ◇ y) ◇ z,x = y ◇ ((y ◇ (z ◇ x)) ◇ w),excluded,excluded,train,train,train
6360,815,341,weaker,True,False,x = y ◇ (z ◇ ((w ◇ u) ◇ u)),x ◇ y = y ◇ (z ◇ w),test,excluded,train,train,train
6361,27,2403,stronger,False,True,x = (x ◇ y) ◇ z,x = (y ◇ (z ◇ (z ◇ y))) ◇ y,excluded,excluded,excluded,excluded,train
6362,299,2780,equivalent,True,True,x = ((y ◇ z) ◇ z) ◇ y,x = ((y ◇ z) ◇ (x ◇ z)) ◇ z,excluded,train,test,train,train
6363,2923,961,stronger,False,True,x = ((y ◇ (x ◇ z)) ◇ y) ◇ x,x = y ◇ ((z ◇ y) ◇ (x ◇ y)),excluded,excluded,excluded,train,excluded
6364,4642,2697,incomparable,False,False,(x ◇ y) ◇ x = (z ◇ x) ◇ x,x = ((y ◇ x) ◇ (x ◇ x)) ◇ y,train,excluded,excluded,excluded,train
6365,679,3145,incomparable,False,False,x = y ◇ (x ◇ ((y ◇ y) ◇ x)),x = (((y ◇ y) ◇ x) ◇ z) ◇ x,train,train,train,train,test
6366,4033,2507,incomparable,False,False,x ◇ y = (z ◇ (z ◇ z)) ◇ w,x = (y ◇ ((x ◇ y) ◇ y)) ◇ y,train,train,train,train,excluded
6367,2865,3462,incomparable,False,False,x = ((x ◇ (y ◇ x)) ◇ y) ◇ x,x ◇ x = x ◇ ((y ◇ x) ◇ y),excluded,train,train,train,excluded
6368,2336,4039,weaker,True,False,x = (y ◇ (y ◇ (x ◇ z))) ◇ w,x ◇ y = (z ◇ (w ◇ x)) ◇ x,test,test,test,excluded,train
6369,2293,3554,incomparable,False,False,x = (y ◇ (x ◇ (x ◇ y))) ◇ x,x ◇ y = y ◇ ((x ◇ z) ◇ w),excluded,train,train,train,excluded
6370,46,267,incomparable,False,False,x ◇ y = z ◇ w,x = ((x ◇ y) ◇ z) ◇ y,excluded,test,excluded,excluded,test
6371,3844,2824,stronger,False,True,x ◇ y = (z ◇ w) ◇ (y ◇ w),x = ((y ◇ z) ◇ (w ◇ x)) ◇ w,train,excluded,excluded,excluded,train
6372,3183,1293,weaker,True,False,x = (((y ◇ z) ◇ x) ◇ y) ◇ w,x = y ◇ (((x ◇ y) ◇ z) ◇ z),excluded,train,train,excluded,train
6373,2828,3552,weaker,True,False,x = ((y ◇ z) ◇ (w ◇ y)) ◇ z,x ◇ y = y ◇ ((x ◇ z) ◇ y),test,excluded,excluded,train,test
6374,875,1347,stronger,False,True,x = y ◇ ((x ◇ x) ◇ (z ◇ x)),x = y ◇ (((y ◇ z) ◇ w) ◇ w),train,excluded,train,train,train
6375,77,2149,equivalent,True,True,x = y ◇ (y ◇ (y ◇ z)),x = ((y ◇ y) ◇ z) ◇ (y ◇ y),train,train,excluded,excluded,train
6376,3539,2529,stronger,False,True,x ◇ y = x ◇ ((z ◇ z) ◇ w),x = (y ◇ ((x ◇ z) ◇ w)) ◇ u,excluded,excluded,train,excluded,excluded
6377,80,1522,equivalent,True,True,x = y ◇ (y ◇ (z ◇ z)),x = (y ◇ y) ◇ (x ◇ (z ◇ y)),excluded,test,train,train,train
6378,4661,2409,stronger,False,True,(x ◇ y) ◇ y = (y ◇ z) ◇ z,x = (y ◇ (z ◇ (z ◇ z))) ◇ w,excluded,excluded,excluded,train,train
6379,3795,576,stronger,False,True,x ◇ y = (z ◇ x) ◇ (z ◇ z),x = y ◇ (z ◇ (z ◇ (y ◇ y))),train,train,excluded,train,excluded
6380,565,3886,weaker,True,False,x = y ◇ (z ◇ (y ◇ (z ◇ w))),x ◇ x = (y ◇ (x ◇ z)) ◇ w,excluded,train,train,train,train
6381,2608,431,weaker,True,False,x = (y ◇ ((z ◇ z) ◇ y)) ◇ w,x = x ◇ (y ◇ (x ◇ (y ◇ z))),excluded,train,excluded,excluded,excluded
6382,327,2960,incomparable,False,False,x ◇ y = x ◇ (y ◇ z),x = ((y ◇ (y ◇ z)) ◇ y) ◇ x,train,excluded,train,excluded,test
6383,3098,3525,weaker,True,False,x = (((x ◇ y) ◇ z) ◇ w) ◇ y,x ◇ y = x ◇ ((y ◇ z) ◇ y),excluded,train,train,test,train
6384,4532,3419,stronger,False,True,x ◇ (y ◇ z) = (y ◇ z) ◇ y,x ◇ y = z ◇ (z ◇ (y ◇ z)),excluded,train,excluded,excluded,excluded
6385,1135,4616,weaker,True,False,x = y ◇ ((y ◇ (z ◇ y)) ◇ z),(x ◇ x) ◇ y = (z ◇ x) ◇ z,excluded,excluded,train,train,train
6386,4616,1271,incomparable,False,False,(x ◇ x) ◇ y = (z ◇ x) ◇ z,x = x ◇ (((y ◇ z) ◇ w) ◇ y),train,excluded,excluded,excluded,train
6387,3845,2056,incomparable,False,False,x ◇ y = (z ◇ w) ◇ (y ◇ u),x = ((x ◇ y) ◇ x) ◇ (z ◇ x),train,train,excluded,excluded,train
6388,569,2971,equivalent,True,True,x = y ◇ (z ◇ (y ◇ (w ◇ w))),x = ((y ◇ (y ◇ z)) ◇ w) ◇ w,excluded,excluded,excluded,train,train
6389,426,2719,stronger,False,True,x = x ◇ (y ◇ (x ◇ (x ◇ x))),x = ((y ◇ x) ◇ (z ◇ x)) ◇ w,train,excluded,test,train,train
6390,1721,3516,incomparable,False,False,x = (y ◇ y) ◇ ((x ◇ y) ◇ x),x ◇ y = x ◇ ((x ◇ z) ◇ z),train,excluded,train,excluded,train
6391,2658,77,stronger,False,True,x = ((x ◇ x) ◇ (y ◇ z)) ◇ w,x = y ◇ (y ◇ (y ◇ z)),train,excluded,excluded,test,train
6392,4262,3554,equivalent,True,True,x ◇ y = ((z ◇ w) ◇ u) ◇ x,x ◇ y = y ◇ ((x ◇ z) ◇ w),train,excluded,excluded,excluded,excluded
6393,3535,4682,incomparable,False,False,x ◇ y = x ◇ ((z ◇ y) ◇ w),(x ◇ y) ◇ z = (y ◇ w) ◇ z,train,excluded,train,excluded,excluded
6394,3098,956,stronger,False,True,x = (((x ◇ y) ◇ z) ◇ w) ◇ y,x = y ◇ ((z ◇ x) ◇ (w ◇ y)),train,train,train,excluded,train
6395,3986,4425,weaker,True,False,x ◇ y = (y ◇ (z ◇ w)) ◇ w,x ◇ (x ◇ y) = (z ◇ z) ◇ z,test,excluded,excluded,train,train
6396,3844,3823,weaker,True,False,x ◇ y = (z ◇ w) ◇ (y ◇ w),x ◇ y = (z ◇ z) ◇ (y ◇ x),train,excluded,test,train,train
6397,368,1819,stronger,False,True,x ◇ x = (y ◇ y) ◇ y,x = (y ◇ z) ◇ ((w ◇ z) ◇ w),train,train,test,excluded,train
6398,3805,3603,equivalent,True,True,x ◇ y = (z ◇ y) ◇ (x ◇ w),x ◇ y = z ◇ ((y ◇ y) ◇ x),train,excluded,train,train,excluded
6399,113,2545,stronger,False,True,x = x ◇ ((y ◇ z) ◇ w),x = (y ◇ ((y ◇ y) ◇ y)) ◇ z,train,excluded,train,excluded,excluded
6400,4051,3102,incomparable,False,False,x ◇ y = (z ◇ (w ◇ z)) ◇ z,x = (((y ◇ x) ◇ x) ◇ x) ◇ x,train,excluded,train,train,train
6401,2706,1326,stronger,False,True,x = ((y ◇ x) ◇ (y ◇ x)) ◇ x,x = y ◇ (((y ◇ y) ◇ y) ◇ y),train,excluded,train,train,train
6402,2213,84,equivalent,True,True,x = ((y ◇ z) ◇ w) ◇ (x ◇ y),x = y ◇ (z ◇ (x ◇ z)),excluded,excluded,train,excluded,excluded
6403,2540,4603,incomparable,False,False,x = (y ◇ ((y ◇ y) ◇ x)) ◇ x,(x ◇ x) ◇ y = (x ◇ z) ◇ z,excluded,train,train,excluded,train
6404,3655,464,incomparable,False,False,x ◇ y = z ◇ ((w ◇ u) ◇ z),x = y ◇ (x ◇ (x ◇ (x ◇ y))),excluded,excluded,excluded,excluded,excluded
6405,2609,362,incomparable,False,False,x = (y ◇ ((z ◇ z) ◇ z)) ◇ x,x ◇ x = (x ◇ y) ◇ y,train,train,excluded,train,excluded
6406,961,3498,weaker,True,False,x = y ◇ ((z ◇ y) ◇ (x ◇ y)),x ◇ x = y ◇ ((z ◇ y) ◇ w),test,train,excluded,train,excluded
6407,2730,4581,weaker,True,False,x = ((y ◇ x) ◇ (z ◇ w)) ◇ z,x ◇ (y ◇ z) = (w ◇ u) ◇ u,train,excluded,train,train,train
6408,4660,3180,incomparable,False,False,(x ◇ y) ◇ y = (y ◇ z) ◇ x,x = (((y ◇ z) ◇ x) ◇ y) ◇ x,train,train,excluded,train,excluded
6409,2846,1161,equivalent,True,True,x = ((y ◇ z) ◇ (w ◇ u)) ◇ v,x = y ◇ ((z ◇ (x ◇ w)) ◇ w),excluded,excluded,train,train,train
6410,1883,435,stronger,False,True,x = (x ◇ (y ◇ z)) ◇ (w ◇ u),x = x ◇ (y ◇ (x ◇ (z ◇ w))),train,train,train,excluded,train
6411,1930,3006,equivalent,True,True,x = (y ◇ (y ◇ x)) ◇ (z ◇ w),x = ((y ◇ (z ◇ y)) ◇ w) ◇ u,test,train,train,train,train
6412,1881,67,stronger,False,True,x = (x ◇ (y ◇ z)) ◇ (w ◇ z),x = y ◇ (x ◇ (y ◇ z)),train,test,train,excluded,train
6413,1345,2535,equivalent,True,True,x = y ◇ (((y ◇ z) ◇ w) ◇ y),x = (y ◇ ((y ◇ x) ◇ y)) ◇ z,excluded,excluded,excluded,excluded,excluded
6414,2044,695,incomparable,False,False,x = ((x ◇ x) ◇ y) ◇ (y ◇ y),x = y ◇ (x ◇ ((z ◇ z) ◇ y)),train,train,excluded,excluded,excluded
6415,2297,3013,equivalent,True,True,x = (y ◇ (x ◇ (x ◇ z))) ◇ y,x = ((y ◇ (z ◇ z)) ◇ y) ◇ z,excluded,train,train,train,excluded
6416,2089,2445,incomparable,False,False,x = ((y ◇ x) ◇ x) ◇ (x ◇ z),x = (x ◇ ((x ◇ x) ◇ y)) ◇ z,train,train,train,train,test
6417,1199,4222,weaker,True,False,x = y ◇ ((z ◇ (w ◇ x)) ◇ z),x ◇ y = ((z ◇ y) ◇ w) ◇ z,train,train,excluded,excluded,excluded
6418,1963,1476,weaker,True,False,x = (y ◇ (z ◇ x)) ◇ (y ◇ y),x = (x ◇ y) ◇ (z ◇ (w ◇ w)),train,train,train,train,train
6419,1264,208,incomparable,False,False,x = x ◇ (((y ◇ z) ◇ y) ◇ z),x = (x ◇ (y ◇ x)) ◇ x,excluded,train,test,train,excluded
6420,4581,2023,stronger,False,True,x ◇ (y ◇ z) = (w ◇ u) ◇ u,x = (y ◇ (z ◇ w)) ◇ (z ◇ u),train,test,train,excluded,train
6421,3217,3649,weaker,True,False,x = (((y ◇ z) ◇ z) ◇ y) ◇ w,x ◇ y = z ◇ ((w ◇ w) ◇ y),train,train,train,excluded,train
6422,3347,3711,weaker,True,False,x ◇ y = y ◇ (x ◇ (y ◇ z)),x ◇ y = (x ◇ x) ◇ (x ◇ x),train,excluded,test,train,train
6423,844,1129,incomparable,False,False,x = x ◇ ((y ◇ y) ◇ (x ◇ z)),x = y ◇ ((y ◇ (z ◇ x)) ◇ x),train,train,excluded,excluded,excluded
6424,2487,3476,incomparable,False,False,x = (x ◇ ((y ◇ z) ◇ z)) ◇ w,x ◇ x = y ◇ ((x ◇ y) ◇ z),excluded,excluded,excluded,test,train
6425,2743,1926,stronger,False,True,x = ((y ◇ y) ◇ (y ◇ x)) ◇ x,x = (y ◇ (y ◇ x)) ◇ (y ◇ z),train,train,train,train,train
6426,3909,4594,incomparable,False,False,x ◇ x = (y ◇ (z ◇ w)) ◇ x,(x ◇ x) ◇ x = (y ◇ z) ◇ y,test,train,train,train,train
6427,2102,2697,weaker,True,False,x = ((y ◇ x) ◇ y) ◇ (y ◇ z),x = ((y ◇ x) ◇ (x ◇ x)) ◇ y,train,excluded,excluded,train,excluded
6428,2828,2147,equivalent,True,True,x = ((y ◇ z) ◇ (w ◇ y)) ◇ z,x = ((y ◇ y) ◇ z) ◇ (x ◇ w),excluded,excluded,train,train,excluded
6429,1264,611,stronger,False,True,x = x ◇ (((y ◇ z) ◇ y) ◇ z),x = y ◇ (z ◇ (w ◇ (u ◇ w))),excluded,excluded,excluded,excluded,train
6430,3795,4522,weaker,True,False,x ◇ y = (z ◇ x) ◇ (z ◇ z),x ◇ (y ◇ z) = (x ◇ w) ◇ u,train,train,excluded,train,excluded
6431,4031,2529,stronger,False,True,x ◇ y = (z ◇ (z ◇ z)) ◇ y,x = (y ◇ ((x ◇ z) ◇ w)) ◇ u,train,excluded,train,train,excluded
6432,4677,1806,stronger,False,True,(x ◇ y) ◇ z = (y ◇ x) ◇ z,x = (y ◇ z) ◇ ((w ◇ x) ◇ x),test,train,train,train,excluded
6433,4604,2016,stronger,False,True,(x ◇ x) ◇ y = (x ◇ z) ◇ w,x = (y ◇ (z ◇ w)) ◇ (y ◇ z),excluded,excluded,train,excluded,excluded
6434,2142,2724,weaker,True,False,x = ((y ◇ y) ◇ y) ◇ (z ◇ z),x = ((y ◇ x) ◇ (z ◇ z)) ◇ x,test,train,excluded,excluded,train
6435,2514,1845,weaker,True,False,x = (y ◇ ((x ◇ z) ◇ x)) ◇ y,x = (x ◇ (x ◇ y)) ◇ (z ◇ z),train,train,train,excluded,train
6436,2822,1809,equivalent,True,True,x = ((y ◇ z) ◇ (w ◇ x)) ◇ y,x = (y ◇ z) ◇ ((w ◇ x) ◇ w),train,excluded,train,excluded,train
6437,4479,4415,incomparable,False,False,x ◇ (y ◇ y) = (y ◇ x) ◇ x,x ◇ (x ◇ y) = (z ◇ x) ◇ x,excluded,train,excluded,excluded,excluded
6438,4320,4067,incomparable,False,False,x ◇ (y ◇ x) = y ◇ (x ◇ x),x ◇ x = ((x ◇ x) ◇ y) ◇ x,excluded,train,train,train,excluded
6439,3611,2324,stronger,False,True,x ◇ y = z ◇ ((y ◇ w) ◇ x),x = (y ◇ (x ◇ (z ◇ w))) ◇ z,train,excluded,test,excluded,train
6440,4130,2195,incomparable,False,False,x ◇ y = ((x ◇ y) ◇ y) ◇ x,x = ((y ◇ z) ◇ z) ◇ (x ◇ x),train,train,train,train,excluded
6441,4089,2954,stronger,False,True,x ◇ x = ((y ◇ x) ◇ z) ◇ w,x = ((y ◇ (y ◇ y)) ◇ z) ◇ z,excluded,excluded,train,excluded,train
6442,1243,240,stronger,False,True,x = x ◇ (((y ◇ x) ◇ y) ◇ z),x = (y ◇ (z ◇ x)) ◇ z,excluded,excluded,excluded,train,excluded
6443,632,4373,incomparable,False,False,x = x ◇ (y ◇ ((x ◇ y) ◇ x)),x ◇ (y ◇ z) = z ◇ (w ◇ u),train,train,train,train,excluded
6444,3443,3462,weaker,True,False,x ◇ y = z ◇ (w ◇ (z ◇ w)),x ◇ x = x ◇ ((y ◇ x) ◇ y),excluded,train,train,train,excluded
6445,2144,215,incomparable,False,False,x = ((y ◇ y) ◇ z) ◇ (x ◇ x),x = (x ◇ (y ◇ z)) ◇ y,train,train,excluded,excluded,train
6446,2619,2836,weaker,True,False,x = (y ◇ ((z ◇ w) ◇ x)) ◇ y,x = ((y ◇ z) ◇ (w ◇ w)) ◇ x,excluded,excluded,train,excluded,excluded
6447,2086,3270,incomparable,False,False,x = ((x ◇ y) ◇ z) ◇ (w ◇ u),x ◇ x = y ◇ (x ◇ (x ◇ z)),excluded,train,train,excluded,test
6448,904,645,weaker,True,False,x = y ◇ ((x ◇ z) ◇ (w ◇ w)),x = x ◇ (y ◇ ((y ◇ z) ◇ x)),train,train,train,excluded,train
6449,449,566,incomparable,False,False,x = x ◇ (y ◇ (z ◇ (x ◇ w))),x = y ◇ (z ◇ (y ◇ (w ◇ x))),train,excluded,excluded,train,train
6450,176,4028,incomparable,False,False,x = (y ◇ y) ◇ (x ◇ x),x ◇ y = (z ◇ (z ◇ y)) ◇ z,excluded,train,train,train,test
6451,1460,4415,incomparable,False,False,x = (x ◇ y) ◇ (y ◇ (z ◇ w)),x ◇ (x ◇ y) = (z ◇ x) ◇ x,excluded,excluded,excluded,excluded,train
6452,2545,2010,equivalent,True,True,x = (y ◇ ((y ◇ y) ◇ y)) ◇ z,x = (y ◇ (z ◇ w)) ◇ (x ◇ y),excluded,train,train,test,excluded
6453,3196,1123,equivalent,True,True,x = (((y ◇ z) ◇ y) ◇ x) ◇ w,x = y ◇ ((y ◇ (y ◇ y)) ◇ y),train,excluded,train,train,train
6454,51,4491,incomparable,False,False,x = x ◇ (x ◇ (y ◇ z)),x ◇ (y ◇ y) = (z ◇ x) ◇ z,excluded,train,excluded,train,test
6455,197,2772,equivalent,True,True,x = (y ◇ z) ◇ (z ◇ w),x = ((y ◇ z) ◇ (x ◇ x)) ◇ z,train,test,test,test,excluded
6456,4138,4170,stronger,False,True,x ◇ y = ((x ◇ z) ◇ x) ◇ y,x ◇ y = ((y ◇ y) ◇ z) ◇ x,excluded,excluded,train,train,train
6457,1918,602,equivalent,True,True,x = (y ◇ (x ◇ z)) ◇ (w ◇ z),x = y ◇ (z ◇ (w ◇ (z ◇ u))),train,train,excluded,excluded,train
6458,2450,4452,incomparable,False,False,x = (x ◇ ((x ◇ y) ◇ y)) ◇ y,x ◇ (y ◇ x) = (z ◇ x) ◇ x,excluded,excluded,excluded,train,excluded
6459,861,3071,incomparable,False,False,x = x ◇ ((y ◇ z) ◇ (z ◇ y)),x = (((x ◇ y) ◇ x) ◇ z) ◇ x,excluded,train,train,excluded,train
6460,2113,4414,incomparable,False,False,x = ((y ◇ x) ◇ z) ◇ (y ◇ z),x ◇ (x ◇ y) = (y ◇ z) ◇ w,train,excluded,excluded,train,train
6461,3835,815,stronger,False,True,x ◇ y = (z ◇ z) ◇ (w ◇ u),x = y ◇ (z ◇ ((w ◇ u) ◇ u)),excluded,excluded,train,excluded,train
6462,3986,2048,incomparable,False,False,x ◇ y = (y ◇ (z ◇ w)) ◇ w,x = ((x ◇ x) ◇ y) ◇ (z ◇ z),test,test,train,train,train
6463,273,2520,stronger,False,True,x = ((y ◇ x) ◇ y) ◇ x,x = (y ◇ ((x ◇ z) ◇ y)) ◇ w,train,train,excluded,excluded,train
6464,1401,221,weaker,True,False,x = y ◇ (((z ◇ w) ◇ x) ◇ y),x = (y ◇ (x ◇ y)) ◇ x,excluded,train,excluded,excluded,train
6465,65,565,stronger,False,True,x = y ◇ (x ◇ (y ◇ x)),x = y ◇ (z ◇ (y ◇ (z ◇ w))),train,train,train,excluded,train
6466,4296,3098,incomparable,False,False,x ◇ (x ◇ y) = y ◇ (z ◇ y),x = (((x ◇ y) ◇ z) ◇ w) ◇ y,train,train,train,excluded,train
6467,2484,3038,stronger,False,True,x = (x ◇ ((y ◇ z) ◇ z)) ◇ x,x = ((y ◇ (z ◇ w)) ◇ z) ◇ u,excluded,excluded,train,excluded,excluded
6468,1967,2824,stronger,False,True,x = (y ◇ (z ◇ x)) ◇ (z ◇ y),x = ((y ◇ z) ◇ (w ◇ x)) ◇ w,excluded,train,train,test,train
6469,3175,2626,equivalent,True,True,x = (((y ◇ y) ◇ z) ◇ w) ◇ u,x = (y ◇ ((z ◇ w) ◇ y)) ◇ w,train,test,excluded,test,excluded
6470,2796,729,equivalent,True,True,x = ((y ◇ z) ◇ (y ◇ z)) ◇ y,x = y ◇ (y ◇ ((z ◇ y) ◇ z)),excluded,train,test,excluded,train
